%  ' depth(m)'	   'Vp'		'Vs'	   'rho'	'GR'	    'nphi' 
   2082.2900      2.2803       .9058      2.2515    104.4697       .4069
   2082.4424      2.2837       .8843      2.2319    110.6134       .4124
   2082.5947      2.2837       .8886      2.2138    113.4666       .4231
   2082.7473      2.2849       .8886      2.2192    114.9846       .4102
   2082.8997      2.2984       .8802      2.2434    111.5148       .4079
   2083.0520      2.2939       .9095      2.2434    112.7647       .4070
   2083.2043      2.2991       .8870      2.2409    118.6304       .4198
   2083.3567      2.3082       .9368      2.2246    128.3466       .4274
   2083.5093      2.3359       .9368      2.2191    136.5128       .4508
   2083.6616      2.3639       .9188      2.2074    136.0100       .4453
   2083.8140      2.3640       .9872      2.2309    126.7860       .4378
   2083.9663      2.3762       .9818      2.2519    111.5096       .4019
   2084.1189      2.3644       .9798      2.2770     93.7705       .4028
   2084.2712      2.3431       .9798      2.2728     86.9780       .4011
   2084.4236      2.3460       .9674      2.2682     89.5247       .4124
   2084.5759      2.3578       .9661      2.2674     98.4399       .4111
   2084.7285      2.3591       .9762      2.2643    103.2509       .4337
   2084.8809      2.3629       .9827      2.2600    103.2895       .4255
   2085.0332      2.3739       .9857      2.2497     99.6467       .4313
   2085.1855      2.3679       .9857      2.2553     98.1398       .4221
   2085.3379      2.3664       .9812      2.2658     95.9720       .4260
   2085.4905      2.3526       .9795      2.2701     97.3069       .4323
   2085.6428      2.3502       .9668      2.2638    100.6690       .4220
   2085.7952      2.3356       .9407      2.2520    102.8289       .4103
   2085.9475      2.3520       .9407      2.2496    104.6093       .4186
   2086.1001      2.3485       .9893      2.2451    104.8354       .4258
   2086.2524      2.3332       .9863      2.2517    103.0365       .4337
   2086.4048      2.3297       .9602      2.2561     99.0767       .4385
   2086.5571      2.3072       .9045      2.2690     94.2474       .4201
   2086.7097      2.3001       .8941      2.2744     88.1839       .4106
   2086.8621      2.2959       .8941      2.2694     85.9864       .3858
   2087.0144      2.2924       .8935      2.2536     84.7400       .4011
   2087.1667      2.3120       .8611      2.2374     88.4314       .4250
   2087.3191      2.3301       .9060      2.2373     92.7169       .4359
   2087.4717      2.3476       .9168      2.2346     97.1529       .4418
   2087.6240      2.3429       .9168      2.2331    102.8257       .4460
   2087.7764      2.3479       .9224      2.2254    103.8628       .4521
   2087.9287      2.3519       .9317      2.2310     99.8814       .4465
   2088.0813      2.3796       .9398      2.2390     91.0936       .4169
   2088.2336      2.3960       .9438      2.2500     83.8531       .4111
   2088.3860      2.3942       .9428      2.2529     80.5835       .4067
   2088.5383      2.3891       .9428      2.2424     80.4871       .4154
   2088.6909      2.4051       .9435      2.2326     80.6649       .4117
   2088.8433      2.4018       .9420      2.2275     86.3414       .4142
   2088.9956      2.3853       .9381      2.2230     88.9575       .4086
   2089.1479      2.3738       .9300      2.2251     91.8686       .4110
   2089.3003      2.3561       .9300      2.2302     87.5083       .4086
   2089.4529      2.3413       .9171      2.2296     89.9447       .4168
   2089.6052      2.3377       .9100      2.2319     87.8078       .4083
   2089.7576      2.3342       .9020      2.2406     89.5395       .4143
   2089.9099      2.3248       .9055      2.2383     85.5340       .4021
   2090.0625      2.3133       .9055      2.2305     87.8846       .4009
   2090.2148      2.3269       .9120      2.2347     88.0553       .4215
   2090.3672      2.3202       .9197      2.2449     91.6334       .4449
   2090.5195      2.3215       .9221      2.2550     92.3617       .4555
   2090.6721      2.3245       .9180      2.2561     96.6583       .4298
   2090.8245      2.3272       .9146      2.2608     99.5279       .4045
   2090.9768      2.3286       .9146      2.2579    104.6995       .3836
   2091.1292      2.3294       .9131      2.2570    107.7420       .3794
   2091.2815      2.3389       .9310      2.2474    107.2538       .3883
   2091.4341      2.3519       .9424      2.2381    104.7502       .3964
   2091.5864      2.3777       .9423      2.2283    101.2968       .3959
   2091.7388      2.3740       .9423      2.2377     99.4561       .4128
   2091.8911      2.3761       .9580      2.2559     96.1475       .4282
   2092.0437      2.3769       .9571      2.2697     94.1475       .4287
   2092.1960      2.3880       .9588      2.2727     95.7099       .3980
   2092.3484      2.3846       .9871      2.2660    101.4469       .3684
   2092.5007      2.3754       .9871      2.2622    101.7014       .3720
   2092.6533      2.3811       .9821      2.2674     98.3506       .3830
   2092.8057      2.3864       .9819      2.2677     91.4400       .4019
   2092.9580      2.3738       .9569      2.2692     87.2040       .4041
   2093.1104      2.3436       .9425      2.2645     83.6719       .4149
   2093.2627      2.3308       .9387      2.2619     83.6513       .3984
   2093.4153      2.3420       .9387      2.2550     84.6349       .3796
   2093.5676      2.3479       .9506      2.2526     90.1353       .3676
   2093.7200      2.3492       .9527      2.2522     90.6174       .3800
   2093.8723      2.3460       .9531      2.2408     92.5189       .4026
   2094.0249      2.3532       .9051      2.2440     90.0362       .4128
   2094.1772      2.3403       .9051      2.2677     88.5494       .4236
   2094.3296      2.3368       .9408      2.2810     87.5870       .4143
   2094.4819      2.3269       .9230      2.2789     87.2461       .4239
   2094.6345      2.3253       .9293      2.2598     88.6615       .4237
   2094.7869      2.3322       .9535      2.2531     88.6637       .4212
   2094.9392      2.3574       .9248      2.2499     88.2910       .4111
   2095.0916      2.3735       .9248      2.2589     87.6794       .4204
   2095.2439      2.3935       .9428      2.2653     86.5418       .4366
   2095.3965      2.3888       .9472      2.2922     83.4398       .4213
   2095.5488      2.3685       .9441      2.3253     80.7002       .4065
   2095.7012      2.3599       .9219      2.3318     79.6733       .4090
   2095.8535      2.3431       .9219      2.3098     83.4531       .4238
   2096.0061      2.3362       .9228      2.2730     86.6483       .4283
   2096.1584      2.3242       .9026      2.2491     88.2110       .4037
   2096.3108      2.3252       .9034      2.2419     87.1739       .4330
   2096.4631      2.3247       .9036      2.2367     86.8217       .4364
   2096.6155      2.3136       .8995      2.2363     89.0304       .4459
   2096.7681      2.3121       .8995      2.2376     91.5681       .4098
   2096.9204      2.3071       .9044      2.2281     96.1710       .4058
   2097.0728      2.3180       .9063      2.2261     95.0944       .4128
   2097.2251      2.3359       .9145      2.2197     92.7049       .4280
   2097.3777      2.3431       .9149      2.2469     87.7016       .4304
   2097.5300      2.3232       .9149      2.2445     84.2515       .4369
   2097.6824      2.3079       .9162      2.2469     84.2661       .4211
   2097.8347      2.3071       .8859      2.2360     84.1065       .4273
   2097.9873      2.3094       .8885      2.2454     87.5910       .4150
   2098.1396      2.3168       .9001      2.2438     87.8070       .4164
   2098.2920      2.3326       .9237      2.2376     91.9732       .4178
   2098.4443      2.3578       .9237      2.2380     95.2179       .4426
   2098.5967      2.3657       .9293      2.2443     98.3206       .4635
   2098.7493      2.3684       .9334      2.2484     97.5375       .4550
   2098.9016      2.3731       .9873      2.2538     92.8387       .4279
   2099.0540      2.3740       .9892      2.2652     91.2300       .4233
   2099.2063      2.3816       .9892      2.2863     88.7559       .4085
   2099.3589      2.3731       .9614      2.2844     88.9394       .4035
   2099.5112      2.3721       .9504      2.2778     87.8712       .3769
   2099.6636      2.3737       .9407      2.2673     87.2299       .3914
   2099.8159      2.3740       .9444      2.2626     87.5090       .3926
   2099.9685      2.3646       .9480      2.2606     88.7743       .4088
   2100.1208      2.3796       .9480      2.2562     91.5983       .4117
   2100.2732      2.3861       .9427      2.2579     94.3741       .4241
   2100.4255      2.3860       .9442      2.2622     94.2315       .4307
   2100.5779      2.3943       .9892      2.2750     92.6377       .4179
   2100.7305      2.3720       .9840      2.2854     92.4617       .4056
   2100.8828      2.3622       .9840      2.2894     92.6755       .4138
   2101.0352      2.3600       .9810      2.2818     96.8840       .4162
   2101.1875      2.3718       .9744      2.2656     96.7039       .4293
   2101.3401      2.3796       .9779      2.2601     99.7031       .4224
   2101.4924      2.3882      1.0084      2.2553     96.4360       .4463
   2101.6448      2.4133      1.0084      2.2551     94.0508       .4262
   2101.7971      2.4335      1.0153      2.2528     90.4815       .3969
   2101.9497      2.4305       .9945      2.2629     89.3341       .3771
   2102.1021      2.4163       .9873      2.2683     88.8499       .3910
   2102.2544      2.4004      1.0091      2.2804     86.8039       .4082
   2102.4067      2.3801       .9862      2.2900     86.1380       .4057
   2102.5591      2.3675       .9862      2.2863     86.8705       .4112
   2102.7117      2.3489       .9853      2.2630     87.9711       .4093
   2102.8640      2.3498       .9838      2.2401     86.8310       .4221
   2103.0164      2.3529       .9851      2.2241     89.1146       .4243
   2103.1687      2.3581       .9315      2.2249     87.9305       .4231
   2103.3213      2.3652       .9315      2.2460     89.1956       .3995
   2103.4736      2.3687       .9824      2.2686     88.1013       .3855
   2103.6260      2.3656       .9726      2.2810     88.3197       .4017
   2103.7783      2.3559       .9735      2.2686     91.8008       .4225
   2103.9309      2.3516       .9798      2.2492     91.6248       .4324
   2104.0833      2.3526       .9623      2.2433     96.0881       .4336
   2104.2356      2.3480       .9623      2.2597     92.1372       .4266
   2104.3879      2.3436       .9611      2.2815     90.9255       .4321
   2104.5403      2.3459       .9551      2.2754     89.3201       .4250
   2104.6929      2.3568       .9555      2.2583     90.0203       .4279
   2104.8452      2.3662       .9662      2.2445     91.6612       .4332
   2104.9976      2.3807       .9662      2.2387     92.4772       .4331
   2105.1499      2.3846       .9656      2.2333     93.4056       .4255
   2105.3025      2.3761       .9608      2.2355     90.7311       .4053
   2105.4548      2.3447       .9482      2.2477     87.2954       .4141
   2105.6072      2.3256       .9386      2.2590     85.5143       .4151
   2105.7595      2.3116       .9386      2.2503     85.2641       .4108
   2105.9121      2.2928       .9206      2.2280     89.6650       .4100
   2106.0645      2.2848       .9013      2.2273     91.6857       .4332
   2106.2168      2.2920       .8969      2.2306     95.6420       .4445
   2106.3691      2.3037       .8958      2.2218     94.3688       .4488
   2106.5215      2.3161       .8906      2.2072     93.3062       .4254
   2106.6741      2.3181       .8906      2.1976     90.2965       .4219
   2106.8264      2.3229       .8952      2.2096     93.1687       .4137
   2106.9788      2.3236       .9004      2.2165    100.4570       .4300
   2107.1311      2.3222       .9006      2.2332    107.6881       .4209
